Date,gold,macro_score,macro_raw,fwd_1,fwd_5
2025-02-19,2919.39990234375,3.333333333333333,1,0.7056278120620485,-0.08905438112598585
2025-02-20,2940.0,10.0,3,-0.08162933142006334,-1.9319744499362246
2025-02-21,2937.60009765625,3.333333333333333,1,0.3506197012900891,-3.4313740971260165
2025-02-24,2947.89990234375,10.0,3,-1.4722312080286182,-1.9573239622553085
2025-02-25,2904.5,10.0,3,0.4234824867662246,0.17559296458082851
2025-02-26,2916.800048828125,3.333333333333333,1,-1.1519506683274172,-0.051426219654737704
2025-02-27,2883.199951171875,-3.333333333333333,-1,-1.6093196146486743,1.158440172378583
2025-02-28,2836.800048828125,3.333333333333333,1,1.8823992323959926,2.393538535498796
2025-03-03,2890.199951171875,10.0,3,0.6712389043017186,0.027681435251580844
2025-03-04,2909.60009765625,3.333333333333333,1,0.19590153218878026,0.11341093541199498
2025-03-05,2915.300048828125,-3.333333333333333,-1,0.04459399740508463,0.8163841947483874
2025-03-06,2916.60009765625,3.333333333333333,1,-0.40801433470216697,2.321194161183704
2025-03-07,2904.699951171875,3.333333333333333,1,-0.47164772273114997,3.0915430281153844
2025-03-10,2891.0,3.333333333333333,1,0.7575199703822255,3.7703216879972246
2025-03-11,2912.89990234375,3.333333333333333,1,0.8994540214519287,4.195138844770341
2025-03-12,2939.10009765625,-3.333333333333333,-1,1.5378840349098422,3.2935184740625845
2025-03-13,2984.300048828125,3.333333333333333,1,0.3417870524071498,1.8664326730064351
2025-03-14,2994.5,3.333333333333333,1,0.18367006177992806,0.7914493628944808
2025-03-17,3000.0,10.0,3,1.1700032552083295,0.4366699218750103
2025-03-18,3035.10009765625,10.0,3,0.026351838877336498,-0.37561023088426015
2025-03-19,3035.89990234375,3.333333333333333,1,0.13505378267197887,-0.4940874364276593
2025-03-20,3040.0,3.333333333333333,1,-0.7171068693462179,0.6644720780222046
2025-03-21,3018.199951171875,-3.333333333333333,-1,-0.16897003505831343,2.2629398294704117
2025-03-24,3013.10009765625,-3.333333333333333,-1,0.3517922794489925,3.64076690506252
2025-03-25,3023.699951171875,10.0,3,-0.0926033956193284,3.148458931415443
2025-03-26,3020.89990234375,-3.333333333333333,-1,1.3009384653107636,3.9392235375847573
2025-03-27,3060.199951171875,3.333333333333333,1,0.8594225621777918,1.2025373967486264
2025-03-28,3086.5,10.0,3,1.1760910036651584,-2.4137372428316817
2025-03-31,3122.800048828125,3.333333333333333,1,-0.12489260994595908,-5.491866187985927
